11/16/18|028207510|JPN Site 028207510|CO-8hr|PPM|0.61|1|Japan Ministry of Environment
11/16/18|028208510|JPN Site 028208510|CO-8hr|PPM|0.32|1|Japan Ministry of Environment
11/16/18|028209510|JPN Site 028209510|CO-8hr|PPM|0.59|1|Japan Ministry of Environment
11/16/18|028210010|JPN Site 028210010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|028210020|JPN Site 028210020|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|028210030|JPN Site 028210030|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|028210190|JPN Site 028210190|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|028210520|JPN Site 028210520|CO-8hr|PPM|0.36|1|Japan Ministry of Environment
11/16/18|028212010|JPN Site 028212010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|028213010|JPN Site 028213010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|028214010|JPN Site 028214010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|028214510|JPN Site 028214510|CO-8hr|PPM|0.95|1|Japan Ministry of Environment
11/16/18|028216520|JPN Site 028216520|CO-8hr|PPM|0.34|1|Japan Ministry of Environment
11/16/18|028217010|JPN Site 028217010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|028217520|JPN Site 028217520|CO-8hr|PPM|0.41|1|Japan Ministry of Environment
11/16/18|028218510|JPN Site 028218510|CO-8hr|PPM|0.51|1|Japan Ministry of Environment
11/16/18|028382010|JPN Site 028382010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|028641010|JPN Site 028641010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|029201020|JPN Site 029201020|CO-8hr|PPM|0.35|1|Japan Ministry of Environment
11/16/18|029201020|JPN Site 029201020|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|029201520|JPN Site 029201520|CO-8hr|PPM|0.53|1|Japan Ministry of Environment
11/16/18|029201520|JPN Site 029201520|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|029202010|JPN Site 029202010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|029204010|JPN Site 029204010|CO-8hr|PPM|0.4|1|Japan Ministry of Environment
11/16/18|029204010|JPN Site 029204010|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|029205510|JPN Site 029205510|CO-8hr|PPM|0.41|1|Japan Ministry of Environment
11/16/18|029205510|JPN Site 029205510|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|029206010|JPN Site 029206010|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|029208010|JPN Site 029208010|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|029209010|JPN Site 029209010|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|029209510|JPN Site 029209510|CO-8hr|PPM|0.38|1|Japan Ministry of Environment
11/16/18|029209510|JPN Site 029209510|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|029363010|JPN Site 029363010|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|029425010|JPN Site 029425010|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|030201020|JPN Site 030201020|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|030201030|JPN Site 030201030|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|030201040|JPN Site 030201040|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|030201050|JPN Site 030201050|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|030201070|JPN Site 030201070|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|030201080|JPN Site 030201080|SO2-24HR|PPB|6|24|Japan Ministry of Environment
11/16/18|030201110|JPN Site 030201110|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|030201130|JPN Site 030201130|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|030201270|JPN Site 030201270|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|030201300|JPN Site 030201300|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|030201520|JPN Site 030201520|CO-8hr|PPM|0.56|1|Japan Ministry of Environment
11/16/18|030202140|JPN Site 030202140|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|030203010|JPN Site 030203010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|030204030|JPN Site 030204030|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|030205010|JPN Site 030205010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|030205030|JPN Site 030205030|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|030205040|JPN Site 030205040|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|030205050|JPN Site 030205050|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|030205060|JPN Site 030205060|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|030206010|JPN Site 030206010|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|030207010|JPN Site 030207010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|030301030|JPN Site 030301030|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|030302010|JPN Site 030302010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|030322010|JPN Site 030322010|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|030361010|JPN Site 030361010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|030391010|JPN Site 030391010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|031201020|JPN Site 031201020|CO-8hr|PPM|0.38|1|Japan Ministry of Environment
11/16/18|031201040|JPN Site 031201040|CO-8hr|PPM|0.3|1|Japan Ministry of Environment
11/16/18|031201040|JPN Site 031201040|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|031202020|JPN Site 031202020|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|031202520|JPN Site 031202520|CO-8hr|PPM|0.33|1|Japan Ministry of Environment
11/16/18|031203020|JPN Site 031203020|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|032201060|JPN Site 032201060|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|032201520|JPN Site 032201520|CO-8hr|PPM|0.52|1|Japan Ministry of Environment
11/16/18|032204040|JPN Site 032204040|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|032204950|JPN Site 032204950|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|032207060|JPN Site 032207060|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|032528950|JPN Site 032528950|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|033201040|JPN Site 033201040|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|033201060|JPN Site 033201060|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|033201120|JPN Site 033201120|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|033201180|JPN Site 033201180|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|033201190|JPN Site 033201190|SO2-24HR|PPB|5|24|Japan Ministry of Environment
11/16/18|033201220|JPN Site 033201220|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|033201530|JPN Site 033201530|CO-8hr|PPM|0.77|1|Japan Ministry of Environment
11/16/18|033202020|JPN Site 033202020|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|033202030|JPN Site 033202030|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|033202060|JPN Site 033202060|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|033202070|JPN Site 033202070|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|033202080|JPN Site 033202080|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|033202090|JPN Site 033202090|SO2-24HR|PPB|5|24|Japan Ministry of Environment
11/16/18|033202100|JPN Site 033202100|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|033202110|JPN Site 033202110|CO-8hr|PPM|0.53|1|Japan Ministry of Environment
11/16/18|033202110|JPN Site 033202110|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|033202120|JPN Site 033202120|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|033202130|JPN Site 033202130|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|033202140|JPN Site 033202140|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|033202150|JPN Site 033202150|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|033202160|JPN Site 033202160|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|033202170|JPN Site 033202170|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|033202180|JPN Site 033202180|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|033202190|JPN Site 033202190|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|033202400|JPN Site 033202400|SO2-24HR|PPB|5|24|Japan Ministry of Environment
11/16/18|033202410|JPN Site 033202410|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|033202520|JPN Site 033202520|CO-8hr|PPM|0.68|1|Japan Ministry of Environment
11/16/18|033202530|JPN Site 033202530|CO-8hr|PPM|0.6|1|Japan Ministry of Environment
11/16/18|033203020|JPN Site 033203020|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|033204010|JPN Site 033204010|SO2-24HR|PPB|5|24|Japan Ministry of Environment
11/16/18|033204020|JPN Site 033204020|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|033204030|JPN Site 033204030|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|033204040|JPN Site 033204040|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|033204050|JPN Site 033204050|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|033204060|JPN Site 033204060|SO2-24HR|PPB|6|24|Japan Ministry of Environment
11/16/18|033204070|JPN Site 033204070|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|033204090|JPN Site 033204090|CO-8hr|PPM|0.36|1|Japan Ministry of Environment
11/16/18|033204090|JPN Site 033204090|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|033205010|JPN Site 033205010|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|033205510|JPN Site 033205510|CO-8hr|PPM|0.56|1|Japan Ministry of Environment
11/16/18|033211030|JPN Site 033211030|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|033211040|JPN Site 033211040|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|033211050|JPN Site 033211050|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|033211060|JPN Site 033211060|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|033211070|JPN Site 033211070|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|033441010|JPN Site 033441010|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|033444010|JPN Site 033444010|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|034104510|JPN Site 034104510|CO-8hr|PPM|0.66|1|Japan Ministry of Environment
11/16/18|034105010|JPN Site 034105010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|034105020|JPN Site 034105020|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|034201020|JPN Site 034201020|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|034201250|JPN Site 034201250|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|034201510|JPN Site 034201510|CO-8hr|PPM|0.6|1|Japan Ministry of Environment
11/16/18|034202010|JPN Site 034202010|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|034202020|JPN Site 034202020|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|034202030|JPN Site 034202030|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|034202040|JPN Site 034202040|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|034202050|JPN Site 034202050|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|034202510|JPN Site 034202510|CO-8hr|PPM|0.76|1|Japan Ministry of Environment
11/16/18|034203010|JPN Site 034203010|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|034204150|JPN Site 034204150|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|034207020|JPN Site 034207020|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|034207040|JPN Site 034207040|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|034207060|JPN Site 034207060|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|034207090|JPN Site 034207090|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|034207310|JPN Site 034207310|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|034207320|JPN Site 034207320|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|034207510|JPN Site 034207510|CO-8hr|PPM|0.52|1|Japan Ministry of Environment
11/16/18|034208050|JPN Site 034208050|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|034209020|JPN Site 034209020|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|034211200|JPN Site 034211200|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|034212030|JPN Site 034212030|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|034304010|JPN Site 034304010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|034427010|JPN Site 034427010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|035201010|JPN Site 035201010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|035201020|JPN Site 035201020|CO-8hr|PPM|0.25|1|Japan Ministry of Environment
11/16/18|035201020|JPN Site 035201020|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|035201030|JPN Site 035201030|SO2-24HR|PPB|5|24|Japan Ministry of Environment
11/16/18|035201040|JPN Site 035201040|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|035202020|JPN Site 035202020|CO-8hr|PPM|0.83|1|Japan Ministry of Environment
11/16/18|035202020|JPN Site 035202020|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|035202030|JPN Site 035202030|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|035202360|JPN Site 035202360|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|035203010|JPN Site 035203010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|035205010|JPN Site 035205010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|035205030|JPN Site 035205030|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|035205040|JPN Site 035205040|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|035205520|JPN Site 035205520|CO-8hr|PPM|0.96|1|Japan Ministry of Environment
11/16/18|035206010|JPN Site 035206010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|035206050|JPN Site 035206050|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|035207030|JPN Site 035207030|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|035207090|JPN Site 035207090|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|035208010|JPN Site 035208010|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|035208030|JPN Site 035208030|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|035209010|JPN Site 035209010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|035209020|JPN Site 035209020|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|035210020|JPN Site 035210020|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|035210040|JPN Site 035210040|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|035212010|JPN Site 035212010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|035213010|JPN Site 035213010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|035213020|JPN Site 035213020|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|035214010|JPN Site 035214010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|035214020|JPN Site 035214020|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|035321010|JPN Site 035321010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|036201010|JPN Site 036201010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|036201030|JPN Site 036201030|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|036201080|JPN Site 036201080|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|036201110|JPN Site 036201110|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|036201510|JPN Site 036201510|CO-8hr|PPM|0.4|1|Japan Ministry of Environment
11/16/18|036201510|JPN Site 036201510|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|036202010|JPN Site 036202010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|036203010|JPN Site 036203010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|036204010|JPN Site 036204010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|036204020|JPN Site 036204020|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|036204050|JPN Site 036204050|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|036204060|JPN Site 036204060|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|036204070|JPN Site 036204070|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|036204080|JPN Site 036204080|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|036361010|JPN Site 036361010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|036381010|JPN Site 036381010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|036402010|JPN Site 036402010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|036461010|JPN Site 036461010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|036483010|JPN Site 036483010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|037201010|JPN Site 037201010|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|037201080|JPN Site 037201080|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|037201090|JPN Site 037201090|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|037201100|JPN Site 037201100|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|037201510|JPN Site 037201510|CO-8hr|PPM|0.76|1|Japan Ministry of Environment
11/16/18|037202030|JPN Site 037202030|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|037202070|JPN Site 037202070|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|037203010|JPN Site 037203010|CO-8hr|PPM|0.27|1|Japan Ministry of Environment
11/16/18|037203010|JPN Site 037203010|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|037203020|JPN Site 037203020|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|037203040|JPN Site 037203040|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|037203050|JPN Site 037203050|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|037203110|JPN Site 037203110|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|037203130|JPN Site 037203130|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|037205010|JPN Site 037205010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|037206010|JPN Site 037206010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|037322010|JPN Site 037322010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|037364010|JPN Site 037364010|SO2-24HR|PPB|5|24|Japan Ministry of Environment
11/16/18|038201020|JPN Site 038201020|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|038201030|JPN Site 038201030|SO2-24HR|PPB|0|24|Japan Ministry of Environment
11/16/18|038201080|JPN Site 038201080|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|038201090|JPN Site 038201090|CO-8hr|PPM|0.28|1|Japan Ministry of Environment
11/16/18|038201090|JPN Site 038201090|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|038201510|JPN Site 038201510|CO-8hr|PPM|0.55|1|Japan Ministry of Environment
11/16/18|038201530|JPN Site 038201530|CO-8hr|PPM|0.6|1|Japan Ministry of Environment
11/16/18|038201530|JPN Site 038201530|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|038205010|JPN Site 038205010|SO2-24HR|PPB|3|24|Japan Ministry of Environment
11/16/18|038205020|JPN Site 038205020|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|038205060|JPN Site 038205060|CO-8hr|PPM|0.42|1|Japan Ministry of Environment
11/16/18|038205060|JPN Site 038205060|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|038205080|JPN Site 038205080|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|038205100|JPN Site 038205100|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|038206020|JPN Site 038206020|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|038206050|JPN Site 038206050|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|038206070|JPN Site 038206070|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|038208020|JPN Site 038208020|SO2-24HR|PPB|4|24|Japan Ministry of Environment
11/16/18|038208030|JPN Site 038208030|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|038209030|JPN Site 038209030|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|038209050|JPN Site 038209050|SO2-24HR|PPB|1|24|Japan Ministry of Environment
11/16/18|038212030|JPN Site 038212030|SO2-24HR|PPB|2|24|Japan Ministry of Environment
11/16/18|038212040|JPN Site 038212040|SO2-24HR|PPB|3|24|Japan Ministry of Environment
